Name,Cap Rate,Vacancy Rate,Home Value to Rent Ratio,Rent as % of Income,Shadow Inventory %,Migration Total,Housing Unit Growth Rate,Building Permits,Vote Republican %,Vote Democrat %,Rental Rate,Rent For Houses,Home Value Growth (MoM),For Sale Inventory,Sale Inventory Growth (YoY),Inventory Surplus/Deficit,Price Cut %,Days on Market,Days on Market Growth (YoY),Inventory as % of Houses,Median Listing Price,Median Listing Price (YoY),New Listing Count,New Listing Count (YoY),Sale Inventory Growth (MoM),Population,Median Household Income,Population Growth,Income Growth,Remote Work %,Home Value,Home Value Growth (YoY),Home Value Growth (5-Year),Overvalued %,Value / Income Ratio,Mortgage Payment,Salary to Afford a House,Mtg Payment as % of Income,Property Tax Rate,Buy v Rent Differential,% Change from June 2022,% Crash from 2007-12,College Degree Rate,Homeownership Rate,Mortgaged Home %,Median Age,Poverty Rate,Housing Units,Migration % of Population,Rent Growth (YoY),Home Price Forecast,Investor Forecast,Long-Term Growth
"Milwaukee, WI",3.6%,6.9%,16.6,20.8%,1.2%,-685,2.7%,"3,165",44.3%,53.7%,"$1,366","$1,708",0.29%,"2,135",4.9%,-20.7%,15.5%,51,10.9%,0.5%,"$362,500",6.0%,862,14.0%,-14.6%,"1,560,424","$78,546",-0.9%,19.2%,14.4%,"$342,267",5.3%,43.9%,14.2%,4.3,"$2,390","$95,613",36.5%,1.3%,74.8%,14.2%,-21.7%,40.4%,61.2%,64%,38.8,11.5%,"699,668",-0.0%,4.5%,54,35,41.0
"Minneapolis, MN",4.5%,4.7%,14.9,20.2%,1.2%,"5,703",8.2%,"15,666",40.3%,57.1%,"$1,640","$2,051",0.52%,"5,367",8.8%,-1.0%,14.1%,59,3.9%,0.5%,"$425,000",0.0%,"3,228",4.2%,-13.3%,"3,708,162","$97,004",2.7%,15.8%,19.1%,"$367,129",1.8%,28.5%,10.3%,3.7,"$2,474","$98,961",30.6%,1.0%,50.7%,0.4%,-30.9%,46.1%,70.2%,68%,38.3,7.5%,"1,572,837",0.1%,3.1%,49,43,56.0
"Minot, ND",3.7%,13.6%,16.9,15.6%,3.7%,-947,-2.4%,-,73.3%,24.2%,$959,"$1,199",0.66%,145,2.8%,-34.3%,12.2%,81,2.5%,0.7%,"$302,450",27.3%,44,-31.2%,-19.7%,"75,873","$73,514",-0.3%,3.0%,7.7%,"$244,560",4.6%,30.1%,-2.3%,3.3,"$1,662","$66,483",27.1%,1.1%,73.2%,13.1%,-,29.4%,62.6%,57%,34.9,4.4%,"36,782",-1.2%,4.7%,56,36,53.0
"Missoula, MT",2.2%,5.5%,27.1,21.9%,6.0%,658,6.1%,484,37.2%,58.5%,"$1,369","$1,712",0.28%,309,9.9%,6.5%,15.4%,96,-14.0%,0.8%,"$695,000",3.5%,82,17.1%,-12.1%,"121,849","$74,790",2.5%,30.4%,15.6%,"$556,800",3.2%,72.6%,28.4%,7.4,"$3,644","$145,774",58.4%,0.8%,166.0%,3.2%,-5.2%,46.8%,60.5%,60%,38.0,10.9%,"58,308",0.5%,1.0%,47,53,46.0
"Mitchell, SD",2.6%,9.1%,21.7,13.4%,1.1%,-1,1.9%,-,69.6%,27.9%,$741,$927,0.44%,49,8.8%,11.6%,11.7%,102,43.3%,0.6%,"$344,950",23.6%,16,14.2%,-4.8%,"23,409","$66,017",0.4%,27.9%,9.7%,"$241,831",2.6%,41.2%,8.2%,3.6,"$1,660","$66,433",30.1%,1.2%,123.9%,7.4%,-,23.9%,66.9%,50%,39.5,9.9%,"10,839",-0.0%,-,44,-,58.0
"Mobile, AL",8.1%,12.7%,9.7,27.4%,2.9%,-110,0.6%,"1,306",58.4%,40.2%,"$1,293","$1,617",0.14%,"1,230",24.8%,15.5%,29.3%,82,23.4%,1.0%,"$264,538",6.0%,458,5.5%,-4.3%,"426,910","$56,459",-0.8%,13.9%,9.4%,"$188,320",3.1%,42.8%,15.3%,3.3,"$1,170","$46,818",24.8%,0.4%,-9.5%,8.2%,-18.8%,27.1%,66.7%,54%,38.5,14.8%,"194,531",-0.0%,2.2%,45,54,37.0
"Modesto, CA",4.8%,3.8%,14.8,29.7%,0.0%,"-1,915",2.1%,978,54.1%,43.2%,"$2,089","$2,611",0.23%,557,33.8%,7.0%,21.6%,60,26.6%,0.5%,"$522,500",0.0%,302,4.8%,-4.7%,"551,430","$84,413",0.2%,33.9%,6.7%,"$463,860",3.2%,42.1%,9.5%,5.4,"$2,993","$119,722",42.5%,0.7%,43.2%,-0.1%,-64.9%,20.9%,61.1%,65%,35.1,11.4%,"186,251",-0.3%,4.0%,48,64,54.0
"Monroe, LA",6.7%,13.6%,11.3,21.0%,1.9%,-598,0.7%,489,64.6%,34.1%,$901,"$1,126",0.40%,460,22.0%,-16.0%,22.5%,100,10.5%,0.7%,"$235,000",0.1%,140,37.2%,-7.1%,"203,449","$51,291",0.2%,27.7%,6.3%,"$153,770",2.8%,19.9%,1.8%,2.9,$972,"$38,908",22.7%,0.5%,7.9%,2.0%,-0.1%,26.9%,65.4%,50%,38.1,21.1%,"94,011",-0.2%,4.5%,51,51,49.0
"Monroe, MI",5.9%,6.1%,11.8,22.5%,0.4%,408,3.4%,278,62.8%,35.7%,"$1,367","$1,709",0.40%,201,-9.4%,-27.5%,15.9%,67,14.6%,0.3%,"$274,900",3.2%,76,-24.0%,-10.8%,"155,045","$72,936",3.0%,16.0%,8.1%,"$243,215",3.4%,35.2%,19.3%,3.3,"$1,643","$65,754",27.0%,1.0%,20.1%,7.0%,-33.9%,24.9%,80.8%,61%,42.9,12.2%,"67,062",0.2%,6.9%,55,48,56.0
"Montgomery, AL",8.1%,11.7%,9.8,24.7%,1.7%,-619,3.3%,870,50.8%,47.7%,"$1,311","$1,639",0.32%,"1,057",26.5%,-2.6%,16.7%,85,8.9%,1.0%,"$262,450",-9.4%,390,-1.5%,-6.5%,"384,714","$63,609",3.1%,18.1%,7.2%,"$193,071",2.8%,37.1%,4.5%,3.0,"$1,183","$47,344",22.3%,0.3%,-9.7%,7.6%,-10.5%,30.8%,65.3%,57%,38.3,14.8%,"173,646",-0.1%,5.8%,49,62,56.0
"Montrose, CO",4.6%,12.4%,16.5,33.3%,3.1%,577,3.7%,-,61.5%,36.3%,"$1,872","$2,340",0.46%,186,6.0%,8.5%,15.2%,91,-7.3%,1.3%,"$540,950",-5.9%,62,6.9%,-12.7%,"48,296","$67,393",5.0%,30.4%,10.5%,"$465,443",4.0%,55.0%,30.2%,6.9,"$2,865","$114,639",51.0%,0.3%,53.0%,6.0%,-6.8%,28.2%,74.6%,51%,45.7,11.5%,"22,895",1.1%,6.9%,46,47,48.0
"Morehead City, NC",5.1%,34.7%,15.0,30.1%,40.3%,793,4.1%,-,70.9%,27.9%,"$2,004","$2,505",0.18%,433,28.2%,-9.6%,13.9%,93,33.8%,1.0%,"$579,750",-3.1%,124,-15.0%,-3.9%,"69,615","$79,821",0.1%,32.6%,10.2%,"$451,215",2.2%,63.1%,9.6%,5.6,"$2,796","$111,846",42.0%,0.4%,39.4%,9.1%,-17.9%,36.6%,74.3%,55%,50.4,9.5%,"52,843",1.1%,2.9%,52,44,42.0
"Morgantown, WV",7.2%,12.3%,10.8,28.0%,2.8%,504,8.2%,12,57.4%,39.5%,"$1,408","$1,760",0.49%,194,-1.5%,-38.5%,10.3%,86,1.4%,0.5%,"$330,500",1.6%,66,-19.5%,-9.3%,"141,922","$60,225",1.1%,6.7%,10.8%,"$228,873",3.5%,28.2%,0.8%,3.8,"$1,426","$57,055",28.4%,0.4%,1.3%,7.0%,-12.4%,38.9%,63.3%,49%,35.1,17.5%,"65,148",0.3%,4.8%,58,52,46.0
"Morristown, TN",6.2%,11.0%,12.4,29.8%,4.6%,"3,306",5.1%,951,81.4%,17.7%,"$1,482","$1,853",0.81%,367,51.4%,22.7%,25.1%,78,-5.7%,0.9%,"$402,225",-10.6%,120,42.8%,-7.3%,"145,980","$59,569",4.2%,25.8%,4.8%,"$277,668",5.6%,59.4%,31.1%,4.6,"$1,712","$68,482",34.4%,0.3%,15.4%,14.3%,-7.7%,21.2%,74.2%,40%,41.5,15.3%,"65,436",2.2%,0.3%,45,53,47.0
"Moscow, ID",2.0%,7.8%,29.9,17.9%,2.3%,240,3.8%,-,52.1%,44.1%,$994,"$1,242",0.32%,46,-20.1%,9.8%,9.3%,96,-3.5%,0.4%,"$479,900",-6.1%,16,-20.0%,-37.2%,"40,315","$66,482",2.7%,35.2%,9.9%,"$446,825",3.9%,52.3%,11.1%,6.7,"$2,871","$114,872",51.8%,0.6%,188.8%,3.6%,-,44.8%,60.6%,55%,30.7,13.2%,"17,429",0.5%,-,42,-,48.0
"Moses Lake, WA",4.6%,14.5%,15.4,23.8%,9.2%,607,7.6%,-,67.1%,29.8%,"$1,534","$1,918",0.19%,286,63.9%,59.7%,12.4%,101,22.9%,1.1%,"$407,138",2.3%,82,24.2%,-5.9%,"102,678","$77,097",5.4%,35.2%,9.2%,"$356,514",3.0%,56.8%,17.7%,4.6,"$2,303","$92,156",35.8%,0.7%,50.1%,3.3%,-,19.0%,63.3%,57%,34.0,15.2%,"40,872",0.5%,1.6%,37,66,56.0
"Mount Pleasant, MI",4.8%,12.7%,13.4,22.0%,11.2%,-186,-2.2%,-,52.9%,45.4%,"$1,008","$1,260",0.07%,98,39.2%,-30.1%,15.7%,78,-11.6%,0.5%,"$240,925",4.8%,34,183.3%,-5.8%,"64,475","$54,834",-8.6%,21.3%,6.4%,"$204,120",3.6%,36.6%,15.5%,3.7,"$1,420","$56,825",31.0%,1.3%,40.8%,2.6%,-,30.8%,61.2%,55%,29.8,20.4%,"28,600",-0.2%,28.7%,57,33,42.0
"Mount Vernon, WA",4.2%,8.0%,16.8,29.0%,6.2%,159,6.0%,519,43.7%,52.6%,"$2,253","$2,816",0.37%,195,30.9%,-0.9%,13.9%,74,-5.4%,0.4%,"$677,975",-0.2%,92,39.3%,-13.9%,"131,417","$93,058",2.5%,38.5%,11.1%,"$568,845",4.4%,49.8%,18.8%,6.1,"$3,675","$147,033",47.4%,0.7%,63.1%,0.8%,-22.9%,30.3%,70.5%,60%,42.8,8.3%,"57,730",0.1%,4.6%,49,59,51.0
"Muncie, IN",6.9%,14.3%,10.7,20.0%,0.7%,460,-1.8%,185,56.9%,41.2%,$938,"$1,173",0.87%,195,-2.5%,-15.7%,28.7%,66,10.0%,0.6%,"$152,925",-6.4%,86,22.8%,-5.3%,"112,321","$56,310",-2.1%,24.9%,5.4%,"$151,908",8.5%,64.6%,26.8%,2.6,$980,"$39,210",20.8%,0.7%,4.4%,16.3%,-,27.2%,65.7%,56%,35.4,17.5%,"51,776",0.4%,8.2%,55,52,48.0
"Murray, KY",7.5%,16.3%,10.1,22.6%,5.5%,308,-3.6%,-,68.0%,30.1%,"$1,000","$1,250",0.84%,72,15.3%,-31.5%,22.0%,97,17.6%,0.7%,"$375,635",19.7%,34,70.0%,-7.1%,"37,882","$52,891",-2.3%,25.1%,5.2%,"$151,528",3.5%,66.4%,36.8%,2.8,$972,"$38,902",22.0%,0.6%,-2.7%,4.1%,5.7%,32.3%,63.6%,49%,35.4,15.5%,"18,034",0.8%,-,53,-,44.0
"Muskegon, MI",5.4%,7.4%,12.6,22.8%,3.4%,"1,098",1.9%,470,50.1%,48.3%,"$1,190","$1,487",0.22%,370,8.6%,15.9%,17.1%,65,-2.9%,0.6%,"$247,400",-2.4%,144,2.8%,-8.3%,"176,564","$62,412",1.7%,23.9%,6.0%,"$226,022",5.2%,55.6%,41.1%,3.6,"$1,533","$61,321",29.4%,1.1%,28.8%,7.1%,-26.3%,21.6%,81.2%,56%,40.3,12.8%,"75,718",0.6%,10.1%,45,52,49.0
"Muskogee, OK",7.9%,10.3%,9.6,22.5%,0.1%,566,-5.0%,-,67.9%,30.3%,"$1,003","$1,254",0.72%,166,20.3%,21.7%,18.1%,75,-8.7%,0.9%,"$166,000",-12.2%,48,33.3%,-6.5%,"66,677","$53,533",-2.4%,26.1%,6.7%,"$145,877",6.2%,60.3%,18.9%,2.7,$934,"$37,371",20.9%,0.6%,-6.9%,11.9%,-5.9%,16.7%,65.8%,48%,38.8,18.4%,"29,404",0.8%,6.1%,46,48,44.0
"Myrtle Beach, SC",6.3%,26.3%,12.4,30.1%,23.4%,"23,545",7.9%,"10,455",66.4%,32.6%,"$1,767","$2,209",-0.22%,"5,155",25.9%,31.9%,22.9%,86,26.6%,2.9%,"$320,990",-1.2%,"1,382",-15.4%,-1.4%,"557,442","$70,367",15.9%,23.5%,12.1%,"$330,167",-0.6%,55.7%,8.3%,4.6,"$2,018","$80,736",34.4%,0.3%,14.1%,3.1%,-33.4%,29.0%,78.6%,55%,49.3,12.1%,"327,157",4.2%,4.3%,39,70,54.0
"Nacogdoches, TX",5.0%,14.2%,13.8,24.0%,4.4%,213,2.6%,-,68.9%,30.1%,"$1,057","$1,321",0.65%,165,53.0%,35.1%,12.1%,88,-0.8%,1.0%,"$291,200",5.8%,36,-10.0%,-2.3%,"65,375","$52,752",-0.5%,10.8%,6.8%,"$218,892",-0.3%,31.4%,7.7%,4.1,"$1,463","$58,531",33.2%,0.9%,38.4%,2.3%,-,28.8%,57.5%,39%,32.8,17.1%,"29,235",0.3%,-,42,-,36.0
"Napa, CA",3.5%,8.7%,19.5,34.1%,9.1%,"-1,060",1.0%,427,31.0%,65.9%,"$3,036","$3,796",-0.02%,253,31.1%,19.5%,17.2%,104,10.6%,0.7%,"$1,410,750",-1.0%,110,52.7%,-15.5%,"133,216","$106,779",-4.4%,15.1%,12.8%,"$888,675",-0.0%,27.5%,8.6%,8.3,"$5,736","$229,462",64.4%,0.7%,88.8%,-1.9%,-42.2%,39.5%,62.6%,63%,43.6,8.5%,"56,046",-0.7%,2.1%,41,32,39.0
"Naples, FL",6.2%,32.2%,12.1,41.8%,33.9%,"7,579",12.4%,"4,054",66.2%,33.1%,"$3,207","$4,009",-0.47%,"6,879",42.1%,41.7%,30.7%,70,-2.7%,3.5%,"$791,750",-6.8%,"2,084",19.0%,9.9%,"404,310","$91,873",6.8%,20.8%,18.9%,"$584,052",-3.6%,67.0%,13.1%,6.3,"$3,691","$147,642",48.2%,0.5%,15.0%,-1.3%,-48.3%,40.1%,77.2%,48%,54.0,10.5%,"245,472",1.8%,0.1%,39,73,52.0
"Nashville, TN",4.8%,6.7%,15.7,25.6%,0.8%,"23,816",15.8%,"21,019",57.7%,40.7%,"$1,844","$2,305",0.16%,"7,595",23.0%,33.5%,18.0%,65,41.7%,1.3%,"$525,000",-6.1%,"3,076",13.5%,-7.0%,"2,072,251","$86,378",9.0%,22.9%,17.3%,"$435,738",1.5%,50.2%,26.0%,5.0,"$2,723","$108,935",37.8%,0.4%,47.6%,-0.2%,-10.6%,42.3%,64.9%,66%,37.0,8.9%,"912,669",1.1%,1.9%,37,58,56.0
"New Bern, NC",7.1%,16.5%,10.6,31.2%,9.0%,"1,895",0.1%,550,60.4%,38.3%,"$1,554","$1,943",0.27%,384,-13.1%,-11.5%,16.2%,88,12.1%,0.9%,"$357,725",-0.6%,154,-3.7%,-9.9%,"123,951","$59,738",-1.1%,14.1%,6.8%,"$248,648",4.5%,60.1%,26.6%,4.1,"$1,582","$63,292",31.7%,0.6%,1.7%,15.8%,-10.1%,25.3%,72.0%,49%,41.2,15.7%,"60,214",1.5%,9.1%,52,34,26.0
"New Castle, PA",5.5%,7.5%,11.8,16.6%,0.7%,207,-4.0%,-,66.3%,32.6%,$868,"$1,085",0.35%,-,-,-,-,-,-,-,-,-,-,-,-,"84,472","$62,489",-1.9%,23.6%,9.7%,"$154,726",2.9%,42.6%,12.3%,2.4,"$1,090","$43,600",20.9%,1.4%,25.5%,7.2%,-11.6%,25.3%,74.5%,49%,44.2,11.5%,"39,650",0.2%,7.2%,-,36,50.0
"New Haven, CT",4.8%,5.8%,12.4,28.8%,1.8%,"-1,784",2.1%,917,43.0%,55.0%,"$1,980","$2,475",0.23%,493,8.6%,-45.7%,9.9%,62,11.7%,0.3%,"$439,950",7.3%,324,-4.1%,-12.2%,"863,700","$82,347",0.7%,18.0%,13.3%,"$369,402",6.4%,63.4%,17.1%,4.4,"$2,734","$109,363",39.8%,1.8%,38.0%,18.7%,-26.7%,42.4%,58.7%,63%,40.5,11.5%,"370,779",-0.2%,6.1%,61,48,48.0
"New Orleans, LA",7.9%,13.5%,9.6,30.8%,4.0%,"-11,416",3.9%,"2,836",48.0%,49.9%,"$1,601","$2,001",0.12%,"3,644",9.4%,33.6%,16.8%,90,5.8%,1.3%,"$317,000",-2.3%,744,-12.6%,-3.1%,"1,241,740","$62,220",-2.2%,11.6%,10.5%,"$232,597",-2.2%,4.8%,-10.8%,3.7,"$1,478","$59,126",28.5%,0.5%,-7.6%,-13.0%,-9.8%,34.5%,63.1%,54%,40.0,17.3%,"581,559",-0.9%,3.5%,39,49,40.0
"New York, NY",4.2%,7.4%,14.2,39.2%,4.6%,"-132,666",4.7%,"47,190",42.5%,56.2%,"$3,176","$3,970",0.26%,"26,691",0.3%,-28.8%,7.2%,77,-3.1%,0.6%,"$750,000",0.1%,"11,028",5.1%,-7.4%,"19,557,940","$97,124",1.3%,16.7%,13.5%,"$676,871",7.0%,36.1%,6.8%,6.9,"$4,854","$194,197",59.9%,1.5%,52.8%,10.8%,-20.3%,44.6%,51.0%,60%,39.9,12.0%,"8,123,469",-0.6%,3.9%,56,43,45.0
"Newport, OR",4.7%,29.4%,14.8,40.1%,30.5%,474,3.3%,-,39.0%,57.4%,"$2,090","$2,612",-0.13%,365,31.5%,20.0%,21.8%,106,21.7%,1.5%,"$595,000",1.7%,84,7.6%,-5.4%,"50,632","$62,540",5.7%,30.6%,13.5%,"$466,630",0.8%,58.3%,19.9%,7.4,"$3,059","$122,371",58.7%,0.8%,46.3%,1.6%,-17.5%,28.8%,71.3%,53%,52.5,14.8%,"32,373",0.9%,-,44,-,46.0
"Niles, MI",6.0%,15.9%,11.6,26.6%,13.5%,-338,-0.1%,325,53.2%,45.3%,"$1,414","$1,768",0.18%,339,17.7%,-18.9%,13.4%,81,5.8%,0.6%,"$357,250",15.7%,122,22.0%,-15.4%,"152,261","$63,709",-1.2%,27.0%,10.2%,"$247,207",3.2%,48.2%,15.3%,3.8,"$1,660","$66,437",31.2%,1.0%,17.4%,6.9%,-12.5%,31.5%,73.7%,53%,43.0,12.1%,"77,526",-0.2%,6.1%,52,49,40.0
"Nogales, AZ",6.1%,11.4%,12.2,31.8%,6.3%,305,4.0%,-,40.2%,58.8%,"$1,450","$1,812",0.00%,264,28.7%,33.7%,14.1%,85,-7.3%,2.1%,"$392,125",5.4%,62,24.0%,-2.9%,"48,209","$54,686",3.4%,32.5%,6.3%,"$266,223",1.2%,58.6%,28.5%,4.8,"$1,702","$68,093",37.3%,0.6%,17.4%,3.5%,-40.3%,24.0%,68.3%,61%,37.9,19.0%,"18,997",0.6%,-,43,-,38.0
"North Platte, NE",4.9%,12.2%,12.8,18.7%,4.2%,-146,-1.4%,-,77.3%,20.9%,"$1,031","$1,289",0.51%,82,34.7%,-5.6%,17.0%,72,2.4%,0.8%,"$233,125",3.0%,20,-50.0%,-10.4%,"35,397","$65,945",-3.7%,10.8%,3.9%,"$199,033",5.9%,33.8%,17.1%,3.0,"$1,409","$56,383",25.6%,1.4%,36.5%,10.9%,-4.4%,20.5%,64.4%,53%,42.4,11.7%,"17,196",-0.4%,6.3%,52,32,44.0
"North Port, FL",5.9%,18.6%,12.5,34.1%,17.3%,"22,777",14.4%,"16,103",59.9%,39.3%,"$2,288","$2,860",-0.66%,"8,951",20.6%,48.1%,33.9%,67,0.7%,2.3%,"$471,503",-10.1%,"3,536",14.0%,9.7%,"910,108","$80,492",10.7%,22.8%,16.0%,"$431,160",-5.3%,58.1%,14.0%,5.3,"$2,778","$111,141",41.4%,0.7%,21.4%,-5.8%,-48.8%,39.7%,75.5%,48%,53.8,9.5%,"501,848",2.5%,2.4%,35,71,55.0
"Norwalk, OH",10.0%,8.3%,7.4,27.6%,0.8%,39,1.2%,-,71.5%,27.5%,"$1,549","$1,936",0.69%,60,7.1%,-44.4%,18.3%,77,33.4%,0.3%,"$231,200",21.8%,28,-12.5%,-10.4%,"58,412","$67,291",-0.0%,28.0%,4.9%,"$174,205",5.7%,40.6%,20.7%,2.5,"$1,172","$46,911",20.9%,1.0%,-24.2%,10.4%,-15.4%,16.9%,73.5%,60%,40.4,11.2%,"25,575",0.0%,-,58,-,58.0
"Norwich, CT",4.1%,10.0%,14.5,24.8%,4.1%,-482,1.2%,383,42.8%,55.4%,"$1,748","$2,185",0.32%,277,-0.5%,-55.0%,10.8%,52,2.4%,0.3%,"$384,450",-9.0%,178,-11.8%,-1.2%,"268,805","$84,305",-0.3%,11.4%,11.2%,"$381,555",7.1%,61.4%,22.7%,4.5,"$2,720","$108,811",38.7%,1.5%,55.5%,18.5%,-24.6%,37.8%,64.7%,56%,40.8,12.3%,"123,388",-0.1%,8.2%,63,42,46.0
"Oak Harbor, WA",3.4%,17.8%,20.3,26.0%,14.3%,-264,1.9%,-,39.9%,56.4%,"$1,999","$2,499",0.35%,182,33.8%,9.8%,13.5%,75,6.3%,0.5%,"$697,000",-1.6%,102,75.8%,-13.1%,"86,267","$92,114",2.1%,27.8%,13.8%,"$609,469",3.6%,47.0%,16.8%,6.6,"$3,897","$155,901",50.7%,0.6%,94.8%,-2.6%,-21.7%,36.7%,76.4%,60%,45.7,8.3%,"43,115",-0.3%,2.3%,47,53,53.0
"Ocala, FL",6.5%,11.8%,11.5,32.0%,4.6%,"16,015",14.0%,"6,635",65.4%,33.8%,"$1,596","$1,995",-0.12%,"3,301",26.2%,63.4%,29.3%,74,5.3%,2.3%,"$303,575",-1.7%,"1,138",9.6%,4.0%,"409,959","$59,778",13.8%,20.5%,11.4%,"$276,020",-0.8%,64.2%,25.9%,4.6,"$1,772","$70,906",35.5%,0.6%,11.0%,1.9%,-49.1%,22.5%,77.6%,47%,47.7,14.1%,"194,389",3.9%,3.9%,33,67,45.0
"Odessa, TX",6.5%,4.5%,10.3,26.7%,0.3%,"1,850",19.5%,861,76.0%,23.1%,"$1,516","$1,895",0.54%,268,-2.5%,-18.4%,23.1%,56,-8.6%,0.6%,"$301,100",-3.3%,164,15.4%,0.7%,"164,494","$67,940",1.4%,1.0%,3.6%,"$235,884",7.2%,9.2%,21.6%,3.4,"$1,659","$66,374",29.3%,1.4%,9.4%,8.1%,-,17.2%,64.6%,46%,31.6,8.4%,"70,135",1.1%,2.1%,55,50,52.0
"Ogden, UT",3.6%,4.8%,19.9,19.2%,1.4%,"2,484",11.2%,"3,931",62.6%,34.2%,"$1,642","$2,052",0.52%,"1,234",20.9%,40.8%,28.9%,73,1.7%,0.7%,"$525,000",-6.2%,634,20.9%,-3.4%,"717,443","$102,470",6.6%,29.2%,15.3%,"$491,731",2.3%,54.2%,28.0%,4.7,"$3,108","$124,338",36.4%,0.5%,89.2%,-2.7%,-9.9%,35.3%,76.6%,68%,33.3,6.4%,"251,173",0.3%,1.9%,39,58,57.0
"Oklahoma City, OK",6.4%,7.7%,11.2,22.9%,0.4%,"13,544",8.4%,"7,154",57.9%,39.8%,"$1,362","$1,703",0.36%,"4,897",27.7%,25.8%,22.2%,61,3.4%,1.3%,"$312,368",-2.3%,"1,888",17.7%,-5.0%,"1,470,357","$71,292",5.5%,17.6%,10.1%,"$230,229",2.1%,44.8%,16.4%,3.2,"$1,521","$60,849",25.6%,0.8%,11.6%,8.3%,0.6%,34.8%,62.3%,59%,36.0,13.1%,"627,289",0.9%,3.5%,44,61,58.0
"Olympia, WA",4.1%,5.4%,16.6,25.8%,1.7%,274,7.4%,"1,078",37.8%,58.1%,"$2,045","$2,557",0.32%,378,9.8%,17.3%,19.5%,67,-4.6%,0.4%,"$594,958",6.5%,246,12.8%,-5.9%,"299,003","$95,033",4.3%,21.0%,19.0%,"$511,964",3.6%,51.1%,22.0%,5.3,"$3,358","$134,332",42.4%,0.8%,64.1%,-0.0%,-23.4%,41.0%,66.5%,65%,40.3,10.0%,"126,658",0.0%,3.3%,46,55,52.0
"Omaha, NE",4.2%,5.1%,14.3,19.0%,1.3%,"3,477",7.0%,"5,984",50.7%,47.2%,"$1,320","$1,651",0.37%,"2,060",15.9%,26.3%,11.2%,56,1.8%,0.7%,"$385,100",-1.5%,988,34.5%,-6.7%,"982,526","$83,003",4.4%,17.9%,13.4%,"$284,218",3.1%,46.3%,22.5%,3.4,"$2,039","$81,580",29.4%,1.5%,54.3%,8.9%,-9.3%,40.0%,66.1%,66%,37.0,9.2%,"417,355",0.3%,4.7%,43,51,58.0
"Oneonta, NY",7.3%,24.6%,9.2,25.4%,17.8%,-76,-3.8%,-,53.4%,45.5%,"$1,452","$1,815",0.32%,134,-5.3%,-46.6%,5.6%,116,14.2%,0.6%,"$279,975",-0.7%,20,-33.3%,-11.5%,"59,738","$68,427",-0.8%,26.6%,9.5%,"$201,568",4.2%,41.0%,9.8%,2.9,"$1,459","$58,362",25.5%,1.6%,0.4%,10.3%,1.9%,33.8%,74.3%,50%,40.4,12.4%,"30,011",-0.1%,-,59,-,50.0
"Ontario, OR",4.4%,9.7%,16.6,27.3%,3.2%,526,2.0%,-,75.6%,21.7%,"$1,375","$1,718",0.37%,196,38.6%,67.1%,20.6%,102,42.0%,1.4%,"$387,450",4.9%,42,16.6%,-6.0%,"57,891","$60,409",8.2%,28.7%,6.8%,"$342,697",3.4%,75.7%,44.0%,5.6,"$2,167","$86,692",43.0%,0.5%,57.6%,-3.2%,-22.7%,17.3%,68.7%,59%,37.6,11.8%,"21,628",0.8%,-,34,-,49.0
"Opelousas, LA",8.5%,7.3%,9.3,25.5%,4.4%,-296,1.2%,-,58.8%,40.0%,$898,"$1,123",0.59%,194,-7.8%,-4.3%,10.9%,99,2.0%,0.7%,"$175,000",-11.4%,44,0.0%,-13.5%,"81,464","$42,220",-1.5%,9.1%,5.8%,"$125,525",-7.1%,-11.7%,-20.1%,2.9,$773,"$30,949",21.9%,0.3%,-13.9%,-13.2%,-,14.2%,74.6%,31%,37.7,20.8%,"37,382",-0.3%,-,43,-,39.0
"Orangeburg, SC",9.7%,18.0%,7.9,28.2%,4.6%,203,-2.6%,-,37.1%,61.7%,"$1,243","$1,554",-0.40%,208,22.0%,2.7%,21.4%,73,1.0%,0.8%,"$268,171",-0.0%,48,-20.0%,1.2%,"82,820","$52,900",-4.7%,40.3%,6.6%,"$147,934",2.2%,35.2%,-7.3%,2.7,$953,"$38,133",21.6%,0.7%,-23.3%,-2.1%,-9.4%,18.3%,70.5%,36%,41.2,18.6%,"41,660",0.2%,18.5%,51,46,43.0
"Orlando, FL",5.5%,8.5%,13.1,30.1%,4.6%,"46,794",11.7%,"24,283",48.8%,50.0%,"$1,979","$2,474",-0.15%,"12,158",39.3%,51.1%,28.6%,81,21.9%,1.7%,"$419,900",-3.4%,"4,294",14.6%,-0.7%,"2,817,933","$78,925",9.5%,27.5%,17.4%,"$390,182",0.3%,55.3%,21.1%,4.9,"$2,521","$100,871",38.3%,0.7%,27.3%,4.4%,-53.3%,38.1%,62.4%,63%,38.9,10.6%,"1,173,622",1.6%,1.3%,36,64,53.0
"Oshkosh, WI",3.2%,7.9%,17.4,17.6%,1.8%,"1,021",2.2%,481,51.5%,46.8%,"$1,046","$1,308",0.75%,183,64.8%,-19.0%,13.0%,60,26.8%,0.3%,"$304,900",-0.7%,118,18.0%,-10.0%,"171,735","$71,356",0.4%,22.2%,9.6%,"$273,457",6.8%,49.0%,24.6%,3.8,"$1,946","$77,872",32.7%,1.5%,85.9%,13.2%,-,35.3%,66.2%,58%,38.9,9.8%,"77,742",0.5%,9.2%,57,36,42.0
